intent,document
식욕저하,끼니 챙겨 먹는 게 귀찮아요
식욕저하,끼니 챙기는 게 귀찮아요
식욕저하,식사고 뭐고 아무것도 안 하고 싶어요
식욕저하,잘 안 먹어서 그런가 아무것도 하고 싶지 않다
식욕저하,밥 안 먹고 누워만 있고 싶어
식욕저하,계속 안 먹고 아무것도 안 하고 싶어
식욕저하,밥 안 먹고 일 안 나가고 싶다
식욕저하,아무것도 안 먹고 일 안 하고 싶다
식욕저하,밥을 안 먹어서 그런가 무기력해
식욕저하,밥을 안 먹어서 그런지 자꾸 무기력해져
식욕저하,식욕이 없으니까 힘이 없는 것 같기도 해
식욕저하,식욕도 없고 챙겨 먹고 싶지도 않아
식욕저하,식욕도 없고 그냥 이렇게 누워있고 싶다
식욕저하,과민반응하게 돼
식욕저하,예민
식욕저하,예민함
식욕저하,예민해졌어
식욕저하,예민해짐
식욕저하,예민해지더라
식욕저하,예민해
식욕저하,예민해진 것 같아
식욕저하,날카로워졌어요
식욕저하,날카로워진 것 같아
식욕저하,나 민감해
식욕저하,민감하고 예민해졌어
식욕저하,민감해졌어
식욕저하,그냥 예민해
식욕저하,예민해져
식욕저하,자꾸 예민해져
식욕저하,민감해지더라
식욕저하,작은 거에도 예민하게 반응함
식욕저하,예민한 게 있어
식욕저하,과민반응하는 것 같아
식욕저하,과민하게 반응해
식욕저하,과민해진 것 같아
식욕저하,과민해졌어
식욕저하,메슥거려요
식욕저하,메슥거려
식욕저하,울렁거려요
식욕저하,자꾸 울렁거려
식욕저하,구역질 날 것 같아
식욕저하,먹은 것이 올라올 것 같아
식욕저하,뭘 먹으면 속이 안 좋아
식욕저하,토할 것 같아
식욕저하,속이 느글느글해져
식욕저하,메슥거림
식욕저하,메슥거리고 쓰리고 토 나올 것 같아
식욕저하,토 나올 것 같아
식욕저하,토 나올 것 같다
식욕저하,진심 토 나올 것 같아요
식욕저하,자꾸 토 나올 것 같음
식욕저하,요새 속이 니글거림
식욕저하,울렁거리고 메슥거리고
식욕저하,속이 울렁울렁함
식욕저하,빈 속인데 메슥거려 자꾸
식욕저하,요새 계속 울렁거리네
식욕저하,체해
식욕저하,체한 것 같아
식욕저하,소화가 안돼요
식욕저하,소화가 안 돼
식욕저하,소화가 안 된다
식욕저하,소화불량이야
식욕저하,소화가 안 되는 것 같아
식욕저하,소화가 안 되고 있어
식욕저하,소화가 안 되네
식욕저하,더부룩해
식욕저하,조금만 먹어도 속이 더부룩해
식욕저하,조금 먹어도 소화가 안 돼
식욕저하,안 먹어도 속이 안 좋고 먹어도 속이 안 좋아
식욕저하,체함
식욕저하,체한 듯
식욕저하,또 체한 듯
식욕저하,속이 안 좋을 때가 많아
식욕저하,속이 안 좋을 때
식욕저하,속이 불편해
식욕저하,속이 너무 불편해
식욕증가,한꺼번에 많이 먹어요
식욕증가,폭식해
식욕증가,폭식하는 것 같아
식욕증가,폭식하고 있어
식욕증가,매일 폭식해
식욕증가,갑자기 많이 먹어요
식욕증가,마구 먹어요
식욕증가,폭식했어요
식욕증가,자꾸 폭식해요
식욕증가,폭식함
식욕증가,엄청 처먹어
식욕증가,계속 처먹게 돼
식욕증가,자꾸 처먹는 것 같아
식욕증가,입에 계속 쑤셔넣고 먹어
식욕증가,기분이 안 좋으면 더 먹어
식욕증가,먹는 걸로 풀어
식욕증가,요새 자꾸 먹는 걸로 푸는 것 같아
식욕증가,배가 고프지 않아도 엄청 먹어
식욕증가,배가 터질 만큼 먹어
식욕증가,배가 불러도 계속 먹어
식욕증가,몸무게가 늘었어
식욕증가,체중이 늘었어
식욕증가,체중이 늘었어요
식욕증가,몸무게가 증가했어요
식욕증가,몸무게가 늘고 있어
식욕증가,뚱뚱해졌어요
식욕증가,뚱뚱해지고 있어
식욕증가,뚱뚱해진 것 같아요
식욕증가,몸무게가 늘어나는 중이야
식욕증가,몸무게가 늘어나는 중
식욕증가,돼지가 되고 있어
식욕증가,돼지가 됐어
식욕증가,돼지 됨
식욕증가,돼지가 됐어요
식욕증가,돼지가 된 것 같아
식욕증가,돼지가 되어가는 중이야
식욕증가,저팔계가 되어가고 있어
식욕증가,점점 돼지가 되어가
식욕증가,체중이 증가했어
식욕증가,체중이 증가했어요
식욕증가,몸무게 불었어
식욕증가,몸무게가 불어버렸어
식욕증가,살이 쪘어
식욕증가,살이 쪘어요
식욕증가,살이 찌고 있어
식욕증가,살이 쪄
식욕증가,이유 없이 살이 쪄
식욕증가,갑자기 살이 쪘어
식욕증가,살이 붙었어
식욕증가,살이 찌네
식욕증가,살찌고 있는 중이야
식욕증가,살이 붙어
식욕증가,살이 뒤룩뒤룩 쪘어
식욕증가,살이 뒤룩뒤룩 찐 것 같아요
식욕증가,살이 뒤룩뒤룩 쪄버렸어
식욕증가,살이 너무 붙은 것 같아
식욕증가,턱이 두 개가 됐음
식욕증가,더 이상 옷이 안 맞아
식욕증가,바지가 안 맞아
식욕증가,살쪄서 옷이 안 들어 가
식욕증가,살찌니까 옷을 못 입겠어
식욕증가,배가 접혀
식욕증가,과체중이야
식욕증가,과체중이 됐어요
식욕증가,과체중이 됐어
식욕증가,체중이 많이 나가
식욕증가,체중이 많이 나가요
식욕증가,체중이 많이 나가는 편이에요
식욕증가,과체중임
식욕증가,정상체중보다 더 많이 나가
식욕증가,정상체중보다 더 많이 나가요
식욕증가,과체중 됐어
식욕증가,과체중이래
식욕증가,과체중이었음
식욕증가,지금은 과체중
식욕증가,몸무게가 많이 늘어서 지금은 과체중이야
식욕증가,예전엔 정상이었는데 지금은 과체중
식욕증가,과체중 찍고 나서 더 스트레스받는 것 같아
식욕증가,과체중 된 후부터 더 많이 먹고 그래
식욕증가,정상체중으로 안 가니까 더 스트레스받아
식욕증가,체중은 많이 나가는 편이야
식욕증가,과체중인 거 알고 충격 먹었어
식욕증가,비만이야
식욕증가,비만 됐어
식욕증가,비만 된 것 같아
식욕증가,비만이 돼버렸어
식욕증가,먹는 양이 조절이 안 돼요
식욕증가,먹는 게 조절이 안 돼
식욕증가,음식을 많이 먹고 싶어
식욕증가,음식을 계속 먹고 싶어요
식욕증가,식탐이 갑자기 늘었어
식욕증가,먹고 나서 또 먹어
식욕증가,계속 먹어요
식욕증가,자꾸 먹는 걸 찾아
식욕증가,계속 계속 먹고 싶어
식욕증가,자꾸 먹고 싶어
식욕증가,지칠 때까지 먹는 것 같아요
식욕증가,배가 안 고파도 입에 뭘 넣어야 하는 것 같아
식욕증가,조절하고 싶어도 뭔가를 먹고 있어
식욕증가,갑자기 많이 먹게 된 것 같아
식욕증가,조금 먹으면 허전해서 또 먹게 돼
식욕증가,먹는 거에 대한 욕심이 많아져서 메뉴도 많이 시켜
식욕증가,잠들기 전까지 먹고 일어나면 또 먹어
식욕증가,먹다가 지치면 쉬고 허기지면 또 먹어
식욕증가,남의 음식도 먹게 돼
식욕증가,먹는 걸 조절하고 싶은데 잘 안 돼
식욕증가,습관처럼 먹는 것 같아
불면,불면증 있어
불면,불면증이야
불면,불면증이래
불면,불면증이라고 하더라
불면,숙면을 못 취해
불면,불면증이었어
불면,불면증임
불면,잠을 자지 못해
불면,잠을 못 자
불면,잠들지 못해
불면,잠을 못 자고 있어
불면,잠을 못 자는 것 같아
불면,점점 불면이 심해져
불면,불면이 심해지고 있어요
불면,불면이 심해지는 것 같아
불면,불면이 심해
불면,불면증
불면,잠 못 잔 지 꽤 됐어
불면,밤에 잠을 못 자요
불면,밤에 잠을 못 자는 것 같아
불면,잠만 자고 싶어서 약을 먹고 자
불면,약 먹어도 잠을 못 자
불면,수면제를 먹어도 못 자
불면,일찍 누워도 잠이 안 와
불면,수면제 먹어도 조금밖에 못 자
불면,잠드는 게 어려워
불면,잠드는 게 어려운 것 같아
불면,수면 취하는 게 어려워
불면,잠드는 게 어려워서 약을 먹어
불면,잠이 안 와서 수면제 먹어
불면,잠드는 게 힘들어
불면,자는 게 힘들어
불면,자는 게 어려워
불면,자는 게 힘들다
불면,자는 게 힘든 것 같아
불면,자는 게 어려워요
불면,자는 게 어려운 것 같아
불면,잠드는 게 안 돼
불면,잠드는 게 잘 안 돼
불면,잠드는 게 어려운 것 같음
불면,약을 먹지 않으면 잠이 안 와
불면,새벽에 깨면 더 이상 못 자
불면,아예 잠이 안 와
불면,피곤해도 잠은 안 와
불면,밤에 잠이 안 와요
불면,밤이 잠이 안 오는 것 같아
불면,잠이 안 옴
불면,피곤한데 잠이 안 와
불면,잠이 계속 안 와요
불면,잠이 안 와서 약을 먹어요
불면,잠이 안 와
불면,잠이 안 오는 걸
불면,잠이 안 온다니까
불면,잠이 안 온다고
불면,잠이 안 와서 힘들어
불면,잠이 안 와서 힘들다고
불면,계속 잠이 안 온다
불면,어떻게 해도 잠이 안 온다
불면,어떻게 해도 잠이 안 오는 걸
불면,또 잠 안 와
불면,30분 수면 후 3시간 깨어있어
불면,자다 깨
불면,자주 자다 깨는 것 같아
불면,자주 자다 깨는 것 같아요
불면,자꾸 자다 깨고 그래
불면,새벽에 자주 깨요
불면,자다 깨는 게 심해요
불면,자다 깨다 자다 깨다 해
불면,자다 깼어요
불면,자다 깸
불면,잠이 들면 몇 분 후에 바로 깨
불면,잠이 들어도 새벽에 바로 일어나
불면,자다 깨면 다시 잠들기 힘들어
불면,꿈꾸다가 깨고 화장실 가고 싶어서 깨고 자꾸 깨
불면,잠이 들어도 자주 깨는 것 같아
불면,잠자다가도 계속 깨
불면,안 깨고 자보고 싶어
불면,요새 자다가 깨는 횟수가 늘었어
불면,잠을 자도 피곤해
불면,잠을 자도 피곤함
불면,잠을 자도 개운하지 않아
불면,자다 일어나도 몸이 무거워
불면,자다 일어나도 피로가 안 풀려
불면,자다 일어나도 졸려
불면,자다 일어나도 졸려워
불면,자도 피로가 안 풀림
불면,자도 자도 피로해
불면,자도 몸이 무겁다
불면,자도 자도 졸려움
불면,자도 자도 졸려워
불면,자도 자도 졸려운 것 같아
불면,많이 자도 졸려워
불면,많이 자도 몸이 무거워
불면,12시간 넘게 자도 몸이 뻐근해
불면,하루 종일 자도 몸이 무거워
불면,약을 먹고 자도 피곤해
불면,깊게 잠을 자도 피곤해
불면,자고 일어나서 개운한 적이 없어
불면,수면시간이 줄었어
불면,수면시간이 줄었음
불면,수면 시간이 준 것 같아요
불면,수면 시간이 줄었어요
불면,잠자는 시간이 감소됐어요
불면,수면 양이 줄었어요
불면,수면 양이 줄었어
불면,수면 양이 줄고 있는 중
불면,잠자는 시간이 줄었어
불면,잠자는 시간이 줄었어요
불면,자는 시간이 줄었어
불면,자는 시간이 줄었어요
불면,수면 시간이 줄었지
불면,수면 시간이 주는 것 같아
불면,수면 시간이 줄어들어
불면,수면 시간이 줄고 있어
불면,수면 시간이 자꾸 주는 것 같아
불면,한 시간 정도 수면시간이 줄었어
불면,예전에 비해 절반 정도만 자는 것 같아
불면,예전에 비해 너무 조금 자는 것 같아
불면,적게 자
불면,조금 자게 돼
불면,조금밖에 못 자
불면,한번 잠을 자면 20시간 가까이 자
불면,밤에 8-10시간 낮에 4시간 잠을 자
불면,밤에도 많이 자는데 낮에도 자 
불면,수면장애가 있어
불면,수면장애 있음
불면,밤에 많이 자도 낮에 또 졸려
불면,수면무호흡증이 있어
불면,수면장애가 있어요
불면,수면장애가 심해
불면,잘 때 잠꼬대해
불면,잠꼬대하면서 코도 골아
불면,잠자다가 움직이기도 해
불면,잠꼬대해요
불면,잠을 자다가 내가 움직였대
불면,과다수면증이래
불면,자다가 소리를 질러
불면,수면보행증인가봐
불면,자다가 사람을 때려
불면,잠을 잘 못 자니까 무기력해져
불면,불면이 심해지니까 무기력해지는 것 같아
불면,수면에 잘 못 드니까 아무것도 하기 싫어
불면,잠을 잘 못 자니까 아무것도 하고 싶지 않아요
불면,잠을 못 자니까 힘이 없어
불면,잠을 못 잤더니 기운이 없음
불면,불면증이 심해서 매사 의욕이 없어요
불면,불면이 심해서 의욕이 없음
불면,자꾸 피곤해서 기운이 없어
불면,잠을 안 자서 힘이 없어
불면,잠을 못 자니까 무기력해
불면,잠드는 게 어려워서 무기력증이 생긴 것 같아
불면,잠을 못 자서 그런가 기운이 없어
불면,잠을 안 자서 그런지 기운이 없어요
불면,불면증 때문에 그런지 힘이 없다
불면,불면증 심해서 힘이 없어
불면,불면증이 심해지니까 기운이 없는 것 같아
불면,잠을 못 잤더니 힘이 없네
불면,잠을 못 자니까 힘이 없나 봐
불면,잠을 못 잤더니 기운이 없어요
불면,자꾸만 잠을 설쳐
불면,잠을 설쳐
불면,잠을 설치게 됨
불면,잠을 설치게 되는 것 같아
불면,잠에 잘 들지 못해
불면,잠에 잘 들지 못하는 것 같아요
불면,잠을 자꾸 설쳐
불면,잠을 설쳐요
불면,잠을 설치다 못 잤어
불면,자려고 하면 잠을 설쳐
불면,잠을 설쳐서 힘들다
불면,잠 설치니까 힘들어
